Season,Team,Gms,GS,Comp,Att,Pct,Yds,Yds/Att,TD,Int,QB Rating,Att,Yds,Yds/Att,TD,Fantasy Points,
2016,TB,16,16,345.00,567.00,60.8,4090.00,7.2,28.00,18.00,86.08,52.00,168.00,3.2,1.00,256.40,
2015,TB,16,16,312.00,535.00,58.3,4042.00,7.6,22.00,15.00,84.19,54.00,213.00,3.9,6.00,272.98,
