Season,Team,Gms,GS,Comp,Att,Pct,Yds,Yds/Att,TD,Int,QB Rating,Att,Yds,Yds/Att,TD,Fantasy Points,
2016,DEN,14,14,289.00,486.00,59.5,3401.00,7.0,18.00,10.00,84.57,28.00,57.00,2.0,0.00,191.74,
2015,DEN,1,0,0.00,0.00,0,0.00,0,0.00,0.00,0,1.00,-1.00,-1,0.00,-0.10,
