Season,Team,Gms,GS,Comp,Att,Pct,Yds,Yds/Att,TD,Int,QB Rating,Att,Yds,Yds/Att,TD,Fantasy Points,
2016,NYJ,6,4,75.00,133.00,56.4,809.00,6.1,3.00,7.00,60.01,5.00,19.00,3.8,0.00,32.26,
2015,NYJ,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,
