Season,Team,Gms,GS,Comp,Att,Pct,Yds,Yds/Att,TD,Int,QB Rating,Att,Yds,Yds/Att,TD,Fantasy Points,
2016,PIT,8,2,53.00,86.00,61.6,558.00,6.5,4.00,2.00,86.29,6.00,-4.00,-0.7,0.00,33.92,
2015,PIT,7,2,32.00,55.00,58.2,513.00,9.3,3.00,4.00,77.31,5.00,-5.00,-1,0.00,22.02,
2014,PIT,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,
2013,PIT,0,0,0.00,0.00,0,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,
