Season,Team,Gms,GS,Comp,Att,Pct,Yds,Yds/Att,TD,Int,QB Rating,Att,Yds,Yds/Att,TD,Fantasy Points,
2016,NE,6,2,43.00,63.00,68.3,502.00,8.0,4.00,0.00,113.33,10.00,6.00,0.6,0.00,34.98,
2015,NE,5,0,1.00,4.00,25.0,6.00,1.5,0.00,0.00,39.58,5.00,-5.00,-1,0.00,-0.26,
2014,NE,6,0,19.00,27.00,70.4,182.00,6.7,1.00,0.00,101.16,10.00,9.00,0.9,0.00,12.18,
