Season,Team,Gms,GS,Comp,Att,Pct,Yds,Yds/Att,TD,Int,QB Rating,Att,Yds,Yds/Att,TD,Fantasy Points,
2016,TEN,15,15,276.00,451.00,61.2,3426.00,7.6,26.00,9.00,95.63,60.00,349.00,5.8,2.00,259.94,
2015,TEN,12,12,230.00,370.00,62.2,2818.00,7.6,19.00,10.00,91.48,34.00,252.00,7.4,2.00,204.02,
