Season,Team,Gms,GS,Comp,Att,Pct,Yds,Yds/Att,TD,Int,QB Rating,Att,Yds,Yds/Att,TD,Fantasy Points,
2016,JAX,16,16,368.00,625.00,58.9,3905.00,6.2,23.00,16.00,78.78,58.00,359.00,6.2,3.00,270.10,
2015,JAX,16,16,355.00,606.00,58.6,4428.00,7.3,35.00,18.00,88.22,52.00,310.00,6.0,2.00,314.12,
2014,JAX,14,13,280.00,475.00,58.9,2907.00,6.1,11.00,17.00,69.51,56.00,419.00,7.5,0.00,168.18,
